Scenario_ID,Analysis_Tier,Parameter_Family,Varied_Parameter,Source_Tag,Parameter_Semantics,HVPath_R_Ohm,DCLink_C_F,Rs_Ohm,R_batt_heat_ref_Ohm,C_batt_J_K,IGBT_Ron_Ohm,IGBT_Vf_V,IGBT_Eon_J,IGBT_Eoff_J,PWM_tdead_s,C_inv_J_K,Rth_inv_K_W,Ambient_K,Coolant_K,Audit_Publish_Guard_s,Window_Start_s,Window_Stop_s,Window_Duration_s,SimulationStop_s,ClosedLoop_Final,MaxAbsSpeed_rad_s,ReactionTorque_RMS_Nm,GateOverlap_Count,GateComplementMismatch_Count,IdRef_Min_A,IdRef_Max_A,IdFb_Mean_A,IqFb_RMS_A,Vdc_Min_V,Vdc_Max_V,Vdc_Ripple_V,Ibatt_RMS_A,Idc_RMS_A,ModulationIndex_Mean,ModulationIndex_Max,VoltageMargin_Min_V,ControlSaturation_Any,T_batt_End_K,T_stator_End_K,T_rotor_End_K,P_batt_heat_Mean_W,P_cu_Mean_W,P_iron_Mean_W,P_inv_Mean_W,P_hv_loss_Model_W,P_batt_terminal_Model_W,P_dc_input_Model_W,P_dc_link_storage_Model_W,DeltaE_batt_Model_J,P_thermal_storage_Model_W,P_heat_rejection_Model_W,P_mech_Model_W,P_unmodeled_Model_W,Residual_dc_link_Model_W,EnergyLedgerValid_Final,ElectricalLedgerValid_Final,KPI_Final_Time_s,RMS_Window_Elapsed_Model_s,RMS_Window_Complete_Model,RMS_Window_s_Model,P_batt_terminal_Recalc_W,P_dc_input_Recalc_W,P_hv_loss_Recalc_W,DeltaE_batt_Recalc_J,P_dc_link_storage_Recalc_W,P_heat_input_Recalc_W,P_thermal_balance_Error_W,P_unmodeled_Recalc_W,Residual_dc_link_Recalc_W,P_batt_terminal_AbsError_W,P_dc_input_AbsError_W,P_hv_loss_AbsError_W,DeltaE_batt_AbsError_J,P_dc_link_storage_AbsError_W,P_unmodeled_AbsError_W,Residual_dc_link_AbsError_W,HVLoss_Coeff_Ohm,BattHeat_Coeff_Ohm,CuLoss_Coeff_Ohm,Edc_Formula_AbsError_J,DeviceProtection_Evaluable,DeviceProtection_Status
B12_InvLoss_High,ledger_40ms,thermal_ledger_proxy,M401C_IGBT_loss_package,OFFICIAL+ENGINEERING_DEFAULT,Reference inverter-loss ledger package only,0.01,0.00047,0.013,0.4198,26000,0.002,1.2,0.04572,0.03428,2e-06,3.06,0.0966666666666667,263.15,263.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.00203145713679,0,0,-40,40,0.0639097911908096,7.57278822300397,63.2054281622221,73.9626875888486,10.7572594266265,5.49835831990364,16.8946964070023,0.498799588033883,0.949501193562048,3.50302513192063,0,263.150106688659,24.9566486683784,24.9998862666356,12.6913701810597,31.9152282522181,0,73.4911928614733,0.604638884281071,100.916266775108,97.3460779688233,2.41530629174114,-4.5443054782467,-102.764930696417,221.467360875449,-0,-7.51009951460549,0.550243630262585,1,1,0.08001,NaN,1,0.04,100.916266775108,97.3460779688231,0.604638884281072,-4.54430547824671,2.41530629174114,118.702430179032,4.54747350886464e-13,-7.51009951460549,0.550243630262656,9.9475983006414e-14,1.70530256582424e-13,7.7715611723761e-16,1.06581410364015e-14,0,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B13_InvThermalC_Low,ledger_40ms,thermal_ledger_proxy,M401C_C_inv_J_K,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,1.53,0.0966666666666667,263.15,263.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.00203145713679,0,0,-40,40,0.0639097911908096,7.57278822300397,63.2054281622221,73.9626875888486,10.7572594266265,5.49835831990364,16.8946964070023,0.498799588033883,0.949501193562048,3.50302513192063,0,263.150106688659,24.9566486683784,24.9998862666356,12.6913701810597,31.9152282522181,0,46.502857908744,0.604638884281071,100.916266775108,97.3460779688233,2.41530629174114,-4.5443054782467,-131.698112529932,223.412207756235,-0,19.4782354381238,0.550243630262585,1,1,0.08001,NaN,1,0.04,100.916266775108,97.3460779688231,0.604638884281072,-4.54430547824671,2.41530629174114,91.7140952263029,3.41060513164848e-13,19.4782354381238,0.550243630262656,9.9475983006414e-14,1.70530256582424e-13,7.7715611723761e-16,1.06581410364015e-14,0,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B14_InvThermalC_High,ledger_40ms,thermal_ledger_proxy,M401C_C_inv_J_K,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,6.12,0.0966666666666667,263.15,263.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.00203145713679,0,0,-40,40,0.0639097911908096,7.57278822300397,63.2054281622221,73.9626875888486,10.7572594266265,5.49835831990364,16.8946964070023,0.498799588033883,0.949501193562048,3.50302513192063,0,263.150106688659,24.9566486683784,24.9998862666356,12.6913701810597,31.9152282522181,0,46.502857908744,0.604638884281071,100.916266775108,97.3460779688233,2.41530629174114,-4.5443054782467,-120.873257012598,212.5873522389,-0,19.4782354381237,0.550243630262585,1,1,0.08001,NaN,1,0.04,100.916266775108,97.3460779688231,0.604638884281072,-4.54430547824671,2.41530629174114,91.7140952263029,3.12638803734444e-13,19.4782354381237,0.550243630262656,9.9475983006414e-14,1.70530256582424e-13,7.7715611723761e-16,1.06581410364015e-14,0,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B15_InvThermalR_Low,ledger_40ms,thermal_ledger_proxy,M401C_Rth_inv_K_W,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0483333333333334,263.15,263.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.00203145713679,0,0,-40,40,0.0639097911908096,7.57278822300397,63.2054281622221,73.9626875888486,10.7572594266265,5.49835831990364,16.8946964070023,0.498799588033883,0.949501193562048,3.50302513192063,0,263.150106688659,24.9566486683784,24.9998862666356,12.6913701810597,31.9152282522181,0,46.502857908744,0.604638884281071,100.916266775108,97.3460779688233,2.41530629174114,-4.5443054782467,-131.698112530061,223.412207756363,-0,19.4782354381237,0.550243630262585,1,1,0.08001,NaN,1,0.04,100.916266775108,97.3460779688231,0.604638884281072,-4.54430547824671,2.41530629174114,91.7140952263029,3.12638803734444e-13,19.4782354381237,0.550243630262656,9.9475983006414e-14,1.70530256582424e-13,7.7715611723761e-16,1.06581410364015e-14,0,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B16_InvThermalR_High,ledger_40ms,thermal_ledger_proxy,M401C_Rth_inv_K_W,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.193333333333333,263.15,263.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.00203145713679,0,0,-40,40,0.0639097911908096,7.57278822300397,63.2054281622221,73.9626875888486,10.7572594266265,5.49835831990364,16.8946964070023,0.498799588033883,0.949501193562048,3.50302513192063,0,263.150106688659,24.9566486683784,24.9998862666356,12.6913701810597,31.9152282522181,0,46.502857908744,0.604638884281071,100.916266775108,97.3460779688233,2.41530629174114,-4.5443054782467,-120.873257011976,212.587352238278,-0,19.4782354381238,0.550243630262585,1,1,0.08001,NaN,1,0.04,100.916266775108,97.3460779688231,0.604638884281072,-4.54430547824671,2.41530629174114,91.7140952263029,3.41060513164848e-13,19.4782354381238,0.550243630262656,9.9475983006414e-14,1.70530256582424e-13,7.7715611723761e-16,1.06581410364015e-14,0,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B17_CoolingBoundary_Low,ledger_40ms,thermal_ledger_proxy,ambient_coolant_boundary,ENGINEERING_DEFAULT,official-example thermal boundary with Reference override,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0966666666666667,258.15,258.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.01913331152968,0,0,-40,40,0.0976299351762591,7.625647096958,63.1347592794287,73.9471124011838,10.812353121755,5.50306058466865,16.984021665848,0.502302565606082,0.947550771611717,3.61748552530825,0,263.150106350508,24.9486672419141,24.9998671244758,12.7130871002244,31.9407368384375,0,46.5314994219173,0.605673515970667,101.028890849419,97.8453854185149,2.02336199709558,-4.54967911798575,-154.731356379145,246.522353255695,-0,19.9276190759983,0.554469917837537,1,1,0.08001,NaN,1,0.04,101.028890849419,97.8453854185149,0.605673515970673,-4.54967911798573,2.02336199709558,91.7909968765499,5.6843418860808e-14,19.9276190759983,0.554469917837721,2.1316282072803e-13,1.4210854715202e-14,5.32907051820075e-15,1.50990331349021e-14,0,0,1.84741111297626e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
B18_CoolingBoundary_High,ledger_40ms,thermal_ledger_proxy,ambient_coolant_boundary,ENGINEERING_DEFAULT,official-example thermal boundary with Reference override,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0966666666666667,268.15,268.15,1e-05,0.04,0.08,0.04,0.08001,1,0,2.07056606369926,0,0,-40,40,0.0717767924365835,7.80095470109745,63.2036228234274,73.9358760609173,10.73225323749,5.4075927055192,16.8207264140748,0.506423652093288,0.947911517987128,3.59957466319709,0,263.150106375877,24.9646228541895,24.9999054270044,12.2758163131157,31.9398280074174,0,46.5923215188838,0.584841177375688,101.236077852458,97.6861019506769,2.41805085143049,-4.54047576662292,-95.2483724349024,186.641179451695,-0,19.7010362973497,0.547083872974682,1,1,0.08001,NaN,1,0.04,101.236077852458,97.6861019506765,0.584841177375689,-4.54047576662293,2.41805085143049,91.3928070167927,-5.6843418860808e-14,19.7010362973497,0.547083872974937,1.84741111297626e-13,4.40536496171262e-13,5.55111512312578e-16,1.59872115546023e-14,0,0,2.55795384873636e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T00_Base,thermal_200ms,baseline,none,M4-01C frozen baseline,Reference / Platform baseline,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0966666666666667,263.15,263.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.02694917623037,0,0,-40,40,0.0798619583856165,7.64654382162073,63.1658735223804,73.9387206604028,10.7728471380224,5.51919793089456,17.0117766572278,0.50335248858423,0.948725934808499,3.57301421767079,0,263.150189460749,24.8918922868432,24.9992928332658,12.787756927004,31.9294301714656,0,46.5332375221223,0.609230916007812,101.299165104002,97.8415828958896,2.29090350422191,-4.56347688124022,-136.813870841257,228.673526377857,-0,19.9363629901839,0.557447787882296,1,1,0.20001,NaN,0,0.04,101.299165104002,97.8415828958898,0.609230916007815,-4.56347688124024,2.29090350422191,91.8596555365998,5.6843418860808e-14,19.9363629901839,0.55744778788241,3.41060513164848e-13,2.27373675443232e-13,2.99760216648792e-15,2.1316282072803e-14,4.44089209850063e-16,0,1.13686837721616e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T01_InvThermalC_Low,thermal_200ms,thermal_ledger_proxy,M401C_C_inv_J_K,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,1.53,0.0966666666666667,263.15,263.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.02694917623037,0,0,-40,40,0.0798619583856165,7.64654382162073,63.1658735223804,73.9387206604028,10.7728471380224,5.51919793089456,17.0117766572278,0.50335248858423,0.948725934808499,3.57301421767079,0,263.150189460749,24.8918922868432,24.9992928332658,12.787756927004,31.9294301714656,0,46.5332375221223,0.609230916007812,101.299165104002,97.8415828958896,2.29090350422191,-4.56347688124022,-148.222069623451,240.08172516005,-0,19.9363629901839,0.557447787882296,1,1,0.20001,NaN,0,0.04,101.299165104002,97.8415828958898,0.609230916007815,-4.56347688124024,2.29090350422191,91.8596555365998,5.6843418860808e-14,19.9363629901839,0.55744778788241,3.41060513164848e-13,2.27373675443232e-13,2.99760216648792e-15,2.1316282072803e-14,4.44089209850063e-16,0,1.13686837721616e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T02_InvThermalC_High,thermal_200ms,thermal_ledger_proxy,M401C_C_inv_J_K,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,6.12,0.0966666666666667,263.15,263.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.02694917623037,0,0,-40,40,0.0798619583856165,7.64654382162073,63.1658735223804,73.9387206604028,10.7728471380224,5.51919793089456,17.0117766572278,0.50335248858423,0.948725934808499,3.57301421767079,0,263.150189460749,24.8918922868432,24.9992928332658,12.787756927004,31.9294301714656,0,46.5332375221223,0.609230916007812,101.299165104002,97.8415828958896,2.29090350422191,-4.56347688124022,-127.911269939898,219.770925476498,-0,19.9363629901839,0.557447787882296,1,1,0.20001,NaN,0,0.04,101.299165104002,97.8415828958898,0.609230916007815,-4.56347688124024,2.29090350422191,91.8596555365998,5.6843418860808e-14,19.9363629901839,0.55744778788241,3.41060513164848e-13,2.27373675443232e-13,2.99760216648792e-15,2.1316282072803e-14,4.44089209850063e-16,0,1.13686837721616e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T03_InvThermalR_Low,thermal_200ms,thermal_ledger_proxy,M401C_Rth_inv_K_W,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0483333333333334,263.15,263.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.02694917623037,0,0,-40,40,0.0798619583856165,7.64654382162073,63.1658735223804,73.9387206604028,10.7728471380224,5.51919793089456,17.0117766572278,0.50335248858423,0.948725934808499,3.57301421767079,0,263.150189460749,24.8918922868432,24.9992928332658,12.787756927004,31.9294301714656,0,46.5332375221223,0.609230916007812,101.299165104002,97.8415828958896,2.29090350422191,-4.56347688124022,-148.222069623625,240.081725160224,-0,19.9363629901839,0.557447787882296,1,1,0.20001,NaN,0,0.04,101.299165104002,97.8415828958898,0.609230916007815,-4.56347688124024,2.29090350422191,91.8596555365998,5.6843418860808e-14,19.9363629901839,0.55744778788241,3.41060513164848e-13,2.27373675443232e-13,2.99760216648792e-15,2.1316282072803e-14,4.44089209850063e-16,0,1.13686837721616e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T04_InvThermalR_High,thermal_200ms,thermal_ledger_proxy,M401C_Rth_inv_K_W,ENGINEERING_DEFAULT,Reference inverter thermal-pool only,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.193333333333333,263.15,263.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.02694917623037,0,0,-40,40,0.0798619583856165,7.64654382162073,63.1658735223804,73.9387206604028,10.7728471380224,5.51919793089456,17.0117766572278,0.50335248858423,0.948725934808499,3.57301421767079,0,263.150189460749,24.8918922868432,24.9992928332658,12.787756927004,31.9294301714656,0,46.5332375221223,0.609230916007812,101.299165104002,97.8415828958896,2.29090350422191,-4.56347688124022,-127.911269940124,219.770925476724,-0,19.9363629901839,0.557447787882296,1,1,0.20001,NaN,0,0.04,101.299165104002,97.8415828958898,0.609230916007815,-4.56347688124024,2.29090350422191,91.8596555365998,5.6843418860808e-14,19.9363629901839,0.55744778788241,3.41060513164848e-13,2.27373675443232e-13,2.99760216648792e-15,2.1316282072803e-14,4.44089209850063e-16,0,1.13686837721616e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T05_CoolingBoundary_Low,thermal_200ms,thermal_ledger_proxy,ambient_coolant_boundary,ENGINEERING_DEFAULT,official-example thermal boundary with Reference override,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0966666666666667,258.15,258.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.08702761016426,0,0,-40,40,0.0815694299717492,7.85702713715434,63.016475393462,73.9507742066169,10.9342988131549,5.44349620321944,16.9097778876127,0.512087688762264,0.949718443969712,3.41566183760633,0,263.150187414709,24.8720075009873,24.9991738144935,12.4393670538922,31.9592397399204,0,46.6194348231438,0.592633018289286,101.338021879913,97.9172130480587,2.27635331135589,-4.55109555735222,-167.004022295841,258.614696931087,-0,19.8903609872039,0.551822502209362,1,1,0.20001,NaN,0,0.04,101.338021879913,97.9172130480592,0.59263301828929,-4.55109555735222,2.27635331135589,91.6106746352457,-5.6843418860808e-14,19.8903609872039,0.551822502208836,4.2632564145606e-14,4.83169060316868e-13,3.66373598126302e-15,6.21724893790088e-15,0,0,5.25801624462474e-13,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
T06_CoolingBoundary_High,thermal_200ms,thermal_ledger_proxy,ambient_coolant_boundary,ENGINEERING_DEFAULT,official-example thermal boundary with Reference override,0.01,0.00047,0.013,0.4198,26000,0.001,0.8,0.02286,0.01714,1e-06,3.06,0.0966666666666667,268.15,268.15,1e-05,0.16,0.2,0.04,0.20001,1,0,2.00910228505502,0,0,-40,40,0.0924036710568045,7.57251026060226,63.1525625815585,73.9627362778917,10.8101736963332,5.46240413177129,16.8879664586243,0.496031590820777,0.947212689079881,3.75436026809425,0,263.150188131113,24.9117795570021,24.9994120267036,12.5259331657129,31.8973930497532,0,46.5005405444189,0.596757177975847,101.055059836833,98.318929528423,1.59309337546987,-4.54323972010186,-107.310921599185,198.831545537046,-0,20.4672756892158,0.546279754964331,1,1,0.20001,NaN,0,0.04,101.055059836833,98.3189295284233,0.596757177975842,-4.54323972010185,1.59309337546987,91.5206239378609,8.5265128291212e-14,20.4672756892158,0.546279754964402,2.8421709430404e-13,2.1316282072803e-13,5.10702591327572e-15,5.32907051820075e-15,2.22044604925031e-16,0,7.105427357601e-14,0.02,0.4198,0.013,0,0,NOT_EVALUABLE
